name,url,region,status,code,score,score_reliability,score_freshness,score_relevance,score_diversity,demoted
South America: Aire de Santa Fe,https://www.airedesantafe.com.ar/feed/,,not_found,404,5,1,3,0,1,
South America: El Cronista,https://www.cronista.com/files/rss/ultimas.xml,,not_found,404,6,1,3,1,1,
South America: Infobae Argentina,https://www.infobae.com/argentina/feed/,,not_found,404,5,1,3,0,1,
South America: La Voz del Interior (Córdoba),https://www.lavoz.com.ar/rss.xml,,forbidden,403,6,1,3,1,1,
South America: Perfil,https://www.perfil.com/rss/ultimomomento.xml,,not_found,404,6,1,3,1,1,
South America: Radio Mitre,https://radiomitre.cienradios.com/feed/,,not_found,404,5,1,3,0,1,
South America: Brújula Digital,https://brujuladigital.net/feed/,,ok,200,7,3,3,0,1,
South America: El Deber,https://eldeber.com.bo/rss.xml,,forbidden,403,6,1,3,1,1,
South America: Erbol,https://erbol.com.bo/feed,,not_found,404,5,1,3,0,1,
South America: Radio Fides,https://www.radiofides.com/feed/,,forbidden,403,5,1,3,0,1,
South America: Aos Fatos,https://www.aosfatos.org/feed/,,not_found,404,5,1,3,0,1,
South America: CEBRI,https://www.cebri.org/feed/,,not_found,404,5,1,3,0,1,
South America: Carta Capital,https://www.cartacapital.com.br/feed,,forbidden,403,5,1,3,0,1,
South America: Fórum Brasileiro de Segurança Pública,https://forumseguranca.org.br/feed/,,ok,200,7,3,3,0,1,
South America: Nexo Jornal,https://www.nexojornal.com.br/feed/,,not_found,404,5,1,3,0,1,
South America: Bío Bío Chile,https://www.biobiochile.cl/rss/noticias.xml,,not_found,404,6,1,3,1,1,
South America: El Desconcierto,https://www.eldesconcierto.cl/feed/,,not_found,404,5,1,3,0,1,
South America: El Dínamo,https://www.eldinamo.cl/feed/,,not_found,404,5,1,3,0,1,
South America: El Líbero,https://ellibero.cl/feed/,,http_301,301,6,2,3,0,1,
South America: El Mostrador,https://www.elmostrador.cl/feed/,,not_found,404,5,1,3,0,1,
South America: El Mostrador — País,https://www.elmostrador.cl/noticias/pais/feed/,europe,not_found,404,5,1,3,0,1,
South America: La Tercera,https://www.latercera.com/arc/outboundfeeds/rss/,,not_found,404,6,1,3,1,1,
South America: La Tercera — Nacional,https://www.latercera.com/arc/outboundfeeds/rss/category/nacional/,,not_found,404,6,1,3,1,1,
South America: Resumen.cl,https://resumen.cl/feed/,,forbidden,403,5,1,3,0,1,
South America: Cambio (revista),https://cambiocolombia.com/feed,,forbidden,403,5,1,3,0,1,
South America: Canal 1,https://canal1.com.co/feed/,,not_found,404,5,1,3,0,1,
South America: El Espectador (portada),https://www.elespectador.com/arc/outboundfeeds/rss/,,not_found,404,6,1,3,1,1,
South America: El Espectador — Judicial,https://www.elespectador.com/arc/outboundfeeds/rss/category/judicial/,,not_found,404,6,1,3,1,1,
South America: Rutas del Conflicto,https://rutasdelconflicto.com/feed/,,not_found,404,5,1,3,0,1,
South America: ¡Pacifista!,https://pacifista.tv/feed/,,dns_fail,,5,1,3,0,1,
South America: 4Pelagatos,https://4pelagatos.com/feed/,,error,,4,0,3,0,1,
South America: El Universo,https://www.eluniverso.com/feed/,,not_found,404,5,1,3,0,1,
South America: Expreso (Guayaquil),https://www.expreso.ec/feed/,,not_found,404,5,1,3,0,1,
South America: GK (gk.city),https://gk.city/feed/,,forbidden,403,5,1,3,0,1,
South America: La Hora,https://www.lahora.com.ec/feed/,,forbidden,403,5,1,3,0,1,
South America: La Posta,https://laposta.ec/feed/,,timeout,,4,0,3,0,1,
South America: Primicias,https://www.primicias.ec/feed/,,ok,200,7,3,3,0,1,
South America: Wambra,https://wambra.ec/feed,,http_429,429,5,1,3,0,1,
South America: News Source Guyana,https://newssourcegy.com/feed/,,forbidden,403,6,1,3,1,1,
South America: Stabroek News,https://www.stabroeknews.com/feed/,,not_found,404,6,1,3,1,1,
South America: El Faro,https://elfaro.net/rss,,not_found,404,6,1,3,1,1,
South America: Infobae América (all sections),https://www.infobae.com/america/feed/,,not_found,404,5,1,3,0,1,
South America: Nueva Sociedad (FES),https://nuso.org/feed/,,http_500,500,5,1,3,0,1,
South America: Telesur,https://www.telesurtv.net/rss/index/index.xml,,http_407,407,6,1,3,1,1,
South America: VOA Voz de América,https://www.vozdeamerica.com/api/zmgqoe$mqi,,not_found,404,5,1,3,0,1,
South America: WOLA,https://www.wola.org/feed/,,forbidden,403,5,1,3,0,1,
South America: Correo,https://diariocorreo.pe/arc/outboundfeeds/rss/,,not_found,404,6,1,3,1,1,
South America: Epicentro.tv,https://epicentro.tv/feed/,,not_found,404,5,1,3,0,1,
South America: Expreso,https://www.expreso.com.pe/feed/,,forbidden,403,5,1,3,0,1,
South America: Hildebrandt en sus Trece,https://hildebrandtensustrece.com/feed/,,not_found,404,6,1,3,0,2,
South America: IDEHPUCP,https://idehpucp.pucp.edu.pe/feed/,,http_500,500,5,1,3,0,1,
South America: La República,https://larepublica.pe/arc/outboundfeeds/rss/,,not_found,404,6,1,3,1,1,
South America: Ojo Público,https://ojo-publico.com/feed,,not_found,404,5,1,3,0,1,
South America: Trome,https://trome.com/arc/outboundfeeds/rss/,,not_found,404,6,1,3,1,1,
South America: 5dias,https://www.5dias.com.py/feed/,,not_found,404,5,1,3,0,1,
South America: ConexionesPy,https://conexiones.com.py/feed/,,dns_fail,,5,1,3,0,1,
South America: Crónica,https://www.cronica.com.py/feed/,,not_found,404,5,1,3,0,1,
South America: El Independiente,https://www.elindependiente.com.py/feed/,,dns_fail,,5,1,3,0,1,
South America: La Nación,https://www.lanacion.com.py/feed/,,not_found,404,5,1,3,0,1,
South America: La Diaria,https://ladiaria.com.uy/feed/,,not_found,404,5,1,3,0,1,
South America: La República,https://www.republica.com.uy/feed/,,not_found,404,5,1,3,0,1,
South America: Sudestada,https://sudestada.com.uy/feed,,timeout,,4,0,3,0,1,
South America: InSight Crime Venezuela tag,https://es.insightcrime.org/venezuela-crimen-organizado/feed/,,http_429,429,5,1,3,0,1,
South America: OVV (Observatorio Venezolano de Violencia),https://observatoriodeviolencia.org.ve/feed/,,ok,200,7,3,3,0,1,
South America: Provea,https://provea.org/feed/,,http_410,410,5,1,3,0,1,
South America: Punto de Corte,https://puntodecorte.com/feed/,,error,,4,0,3,0,1,
South America: TalCual,https://talcualdigital.com/feed/,,forbidden,403,5,1,3,0,1,
South America: Venezuela al Día,https://www.venezuelaaldia.com/feed/,,forbidden,403,5,1,3,0,1,
"Spain blocks prediction markets Polymarket, Kalshi over lack of gambling licences | Reuters",https://www.reuters.com/business/spain-blocks-prediction-markets-polymarket-kalshi-over-lack-gambling-licences-2026-05-26/,,http_401,401,5,1,3,0,1,
Kalshi - Prediction Market for Trading the Future,https://kalshi.com/,,http_429,429,5,1,3,0,1,
"Oversight Chairman Comer launches congressional probe into insider trading on Kalshi, Polymarket",https://www.cnbc.com/2026/05/22/kalshi-polymarket-comer-insider-trading-probe-congress.html,,ok,200,7,3,3,0,1,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
U.S. News and National Top Stories : NPR,https://www.npr.org/sections/national/,,ok,200,8,3,3,1,1,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
35 Best Caribbean News RSS Feeds,https://rss.feedspot.com/caribbean_news_rss_feeds/,central_america_caribbean,ok,200,8,3,3,1,1,
Central America Newswire - World News Report - EIN Presswire,https://world.einnews.com/region/central-america,,forbidden,403,6,1,3,1,1,
Reuters Americas | Latest News in Central & Latin America | Reuters,https://www.reuters.com/world/americas/,,http_401,401,6,1,3,1,1,
35 Best Caribbean News RSS Feeds,https://rss.feedspot.com/caribbean_news_rss_feeds/,central_america_caribbean,ok,200,8,3,3,1,1,
Central America Newswire - World News Report - EIN Presswire,https://world.einnews.com/region/central-america,,forbidden,403,6,1,3,1,1,
Reuters Americas | Latest News in Central & Latin America | Reuters,https://www.reuters.com/world/americas/,,http_401,401,6,1,3,1,1,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
60 Best Political News RSS Feeds,https://rss.feedspot.com/political_news_rss_feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
60 Best Political News RSS Feeds,https://rss.feedspot.com/political_news_rss_feeds/,,ok,200,8,3,3,1,1,
35 Best Caribbean News RSS Feeds,https://rss.feedspot.com/caribbean_news_rss_feeds/,central_america_caribbean,ok,200,8,3,3,1,1,
Central America Newswire - World News Report - EIN Presswire,https://world.einnews.com/region/central-america,,forbidden,403,6,1,3,1,1,
NHC and CPHC RSS Feeds - National Hurricane Center,https://www.nhc.noaa.gov/aboutrss.shtml,,ok,200,8,3,3,1,1,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
RSS feeds - Africa Intelligence,https://www.africaintelligence.com/info/rss,sub_saharan_africa,ok,200,10,3,3,2,2,
News & Analysis | Africa Confidential,https://www.africa-confidential.com/news,sub_saharan_africa,ok,200,9,3,3,1,2,
Security : latest news | The Africa Report,https://www.theafricareport.com/sections/security/,sub_saharan_africa,forbidden,403,7,1,3,1,2,
Latest Analysis: Conflict in the Middle East | CSIS,https://www.csis.org/programs/latest-analysis-conflict-middle-east,,ok,200,10,3,3,2,2,
"Middle East: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/middle-east,,ok,200,8,3,3,0,2,
Middle East Conflict Monitor | ACLED,https://acleddata.com/monitor/middle-east-conflict-monitor,,ok,200,10,3,3,2,2,
Mail & Guardian Africa,https://mg.co.za/africa,sub_saharan_africa,ok,200,7,3,3,0,1,
New African Magazine,https://newafricanmagazine.com,sub_saharan_africa,ok,200,7,3,3,0,1,
The Africa Center (NYC),https://www.theafricacenter.org,sub_saharan_africa,ok,200,7,3,3,0,1,
France 24 Afrique,https://www.france24.com/fr/afrique,,forbidden,403,5,1,3,0,1,
RFI Afrique,https://www.rfi.fr/fr/afrique,,forbidden,403,5,1,3,0,1,
DW Africa (EN/FR/PT/AM/SW/HA),https://www.dw.com/en/africa,sub_saharan_africa,not_found,404,5,1,3,0,1,
Al Jazeera Africa,https://www.aljazeera.com/africa,sub_saharan_africa,ok,200,7,3,3,0,1,
OCCRP Africa,https://www.occrp.org/en/regions/africa,sub_saharan_africa,ok,200,7,3,3,0,1,
Africa Uncensored,https://africauncensored.online,sub_saharan_africa,ok,200,7,3,3,0,1,
HumAngle (Nigeria + Sahel),https://humanglemedia.com,sub_saharan_africa,ok,200,7,3,3,0,1,
Africa Center for Strategic Studies (DoD),https://africacenter.org,sub_saharan_africa,ok,200,10,3,3,2,2,
Africa Center for Strategic Studies — Maritime security,https://africacenter.org/programs/topic/security-areas/maritime-security,sub_saharan_africa,forbidden,403,8,1,3,2,2,
Premium Times,https://www.premiumtimesng.com,sub_saharan_africa,ok,200,7,3,3,0,1,
Daily Trust,https://dailytrust.com,,ok,200,7,3,3,0,1,
This Day,https://www.thisdaylive.com,,ok,200,7,3,3,0,1,
HumAngle,https://humanglemedia.com,,ok,200,7,3,3,0,1,
Mail & Guardian,https://mg.co.za,,ok,200,7,3,3,0,1,
amaBhungane,https://amabhungane.org,,ok,200,7,3,3,0,1,
Africa Uncensored,https://africauncensored.online,sub_saharan_africa,ok,200,7,3,3,0,1,
Mada Masr (مدى مصر),https://www.madamasr.com/en,,forbidden,403,5,1,3,0,1,
Libya Herald (EN),https://libyaherald.com,,error,,4,0,3,0,1,
Radio Dabanga,https://www.dabangasudan.org,,ok,200,7,3,3,0,1,
Mada Masr Sudan Nashra,https://www.madamasr.com/en/topic/sudan,,forbidden,403,5,1,3,0,1,
The Reporter,https://www.thereporterethiopia.com,,ok,200,7,3,3,0,1,
Goobjoog News,https://goobjoog.com,,ok,200,8,3,3,1,1,
Burkina24,https://burkina24.com,,ok,200,7,3,3,0,1,
Joy News / MyJoyOnline,https://www.myjoyonline.com,,ok,200,8,3,3,1,1,
3news,https://3news.com,,ok,200,8,3,3,1,1,
Journal du Cameroun,https://www.journalducameroun.com,,ok,200,7,3,3,0,1,
Radio Okapi,https://www.radiookapi.net,,ok,200,7,3,3,0,1,
Actualité.cd,https://actualite.cd,,ok,200,7,3,3,0,1,
Kivu Security Tracker,https://kivusecurity.org,,ok,200,8,3,3,0,2,
Carta de Moçambique,https://cartamz.com,,ok,200,7,3,3,0,1,
Zitamar News,https://zitamar.com,sub_saharan_africa,ok,200,8,3,3,1,1,
The Observer,https://observer.ug,,ok,200,7,3,3,0,1,
Iwacu (premier independent),https://www.iwacu-burundi.org,,ok,200,7,3,3,0,1,
"Central Asia: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/russia-and-eurasia/central-asia,russia_ukraine,ok,200,8,3,3,0,2,
Russia-China Relations in Central Asia - CEPA,https://cepa.org/commentary/sino-russian-relations-in-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
What Russia’s war on Ukraine means for Central Asia - Atlantic Council,https://www.atlanticcouncil.org/blogs/new-atlanticist/what-russias-war-on-ukraine-means-for-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
Southeast Asia Regional Security Outlook in 2025: A Perspective,https://rsdi.ae/en/publications/southeast-asia-regional-security-outlook-in-2025-a-perspective,,ok,200,8,3,3,0,2,
Regional Security in Southeast Asia: Beyond the ASEAN Way | ISEAS Publishing,https://bookshop.iseas.edu.sg/publication/1547,,ok,200,8,3,3,0,2,
Regional Security Architecture Programme - RSIS,https://rsis.edu.sg/research/idss/research-programmes/regional-security-architecture-programme/,,forbidden,403,6,1,3,0,2,
Oceania | Council on Foreign Relations,https://www.cfr.org/oceania,oceania_pacific,ok,200,7,3,3,0,1,
The global contest for the Pacific | Lowy Institute,https://www.lowyinstitute.org/the-interpreter/global-contest-pacific,oceania_pacific,ok,200,9,3,3,1,2,
The new geopolitics of the Pacific Island nations - FES Asia,https://asia.fes.de/news/geopolitics-pacific-islands.html,oceania_pacific,ok,200,8,3,3,1,1,
Oceania | Council on Foreign Relations,https://www.cfr.org/oceania,oceania_pacific,ok,200,7,3,3,0,1,
The global contest for the Pacific | Lowy Institute,https://www.lowyinstitute.org/the-interpreter/global-contest-pacific,oceania_pacific,ok,200,9,3,3,1,2,
The new geopolitics of the Pacific Island nations - FES Asia,https://asia.fes.de/news/geopolitics-pacific-islands.html,oceania_pacific,ok,200,8,3,3,1,1,
Spain blocks prediction markets Polymarket Kalshi,https://crypto.news/spain-blocks-prediction-markets-polymarket-kalshi/,,ok,200,8,3,3,1,1,
Kalshi - Prediction Market for Trading the Future,https://kalshi.com/,,http_429,429,5,1,3,0,1,
Beyond Kalshi and Polymarket — The Broader Prediction Market Industry,https://www.si.com/prediction-markets/news/beyond-kalshi-and-polymarket-the-broader-prediction-market-industry,,not_found,404,6,1,3,1,1,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
"National Security News: Latest News and Investigations on Homeland Security, Military, Foreign Intelligence & More | NBC News",https://www.nbcnews.com/politics/national-security,,ok,200,10,3,3,2,2,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
"National Security News: Latest News and Investigations on Homeland Security, Military, Foreign Intelligence & More | NBC News",https://www.nbcnews.com/politics/national-security,,ok,200,10,3,3,2,2,
Both sides lie about which side is winning in Ukraine.,https://ericzuesse.substack.com/p/both-sides-lie-about-which-side-is,,ok,200,7,3,3,0,1,
Ukraine war: Interactive map of the current front line,https://www.nzz.ch/english/ukraine-war-interactive-map-of-the-current-front-line-ld.1688087,military_osint,ok,200,7,3,3,0,1,
Update from Ukraine | Great News from Frontline | Russian ships Hit - YouTube,https://www.youtube.com/watch?v=NY47gtf-eaM,,ok,200,8,3,3,1,1,
Ukraine Interactive map - Ukraine Latest news on live map - liveuamap.com,https://liveuamap.com/,,ok,200,8,3,3,1,1,
Russian Military Performance and Outlook | Congress.gov | Library of Congress,https://www.congress.gov/crs-product/IF12606,,forbidden,403,7,1,3,2,1,
A Russian Military Framework for Understanding Influence in the Competition Period,https://www.armyupress.army.mil/Journals/Military-Review/English-Edition-Archives/July-August-2020/Wilhelm-Russian-Framework/,russia_ukraine,forbidden,403,7,1,3,2,1,
Reuters NATO News | Today's Latest Stories | Reuters,https://www.reuters.com/world/nato/,,http_401,401,6,1,3,1,1,
"NATO: Trending News, Latest Updates, Analysis",https://www.bloomberg.com/latest/nato,,forbidden,403,6,1,3,1,1,
How EU Foreign Policy Turned Regional | Carnegie Endowment for International Peace,https://carnegieendowment.org/research/2025/12/how-eu-foreign-policy-turned-regional,,ok,200,8,3,3,0,2,
Targeting Taiwan Under Xi: China’s Military Forest Flourishing Despite Toppling Trees – Fairbank Center for Chinese Studies,https://fairbank.fas.harvard.edu/research/blog/targeting-taiwan-under-xi-chinas-military-forest-flourishing-despite-toppling-trees/,china_asia,ok,200,10,3,3,2,2,
Dispatch from Taiwan: China’s military drills look more frightening outside of Taiwan than from inside - Atlantic Council,https://www.atlanticcouncil.org/blogs/new-atlanticist/chinas-military-drills-look-more-frightening-outside-of-taiwan-than-from-inside/,china_asia,ok,200,9,3,3,2,1,
Target Taiwan: Military risk from Chinese conquest - Defense Priorities,https://www.defensepriorities.org/explainers/target-taiwan-military-risk-from-chinese-conquest/,,forbidden,403,8,1,3,2,2,
Safeguarding Maritime Safety in the South China Sea: China in Action | 南海战略态势感知计划,https://www.scspi.org/en/yjbg/safeguarding-maritime-safety-south-china-sea-china-action,china_asia,ok,200,7,3,3,0,1,
The South China Sea Maritime Tracker - ICAS,https://chinaus-icas.org/research/the-south-china-sea-maritime-tracker/,china_asia,ok,200,8,3,3,0,2,
"China’s Maritime Intelligence, Surveillance, and Reconnaissance Capability in the South China Sea - Foreign Policy Research Institute",https://www.fpri.org/article/2021/05/chinas-maritime-intelligence-surveillance-and-reconnaissance-capability-in-the-south-china-sea/,china_asia,forbidden,403,8,1,3,2,2,
SecurityBrief Asia - Technology news for CISOs & cybersecurity decision-makers,https://securitybrief.asia/,china_asia,ok,200,9,3,3,1,2,
Home - Asia Pacific Security Magazine,https://www.asiapacificsecuritymagazine.com/,oceania_pacific,ok,200,8,3,3,0,2,
I have studied Mexico’s cartels for decades. Here’s what will happen next | The Independent,https://www.independent.co.uk/news/world/americas/mexico-violence-el-mencho-killed-cartel-b2927831.html,,ok,200,8,3,3,1,1,
Tracking Cartels Infographic Series: Major Cartel Operational Zones in Mexico | START.umd.edu,https://www.start.umd.edu/tracking-cartels-infographic-series-major-cartel-operational-zones-mexico,,ok,200,7,3,3,0,1,
What you need to know about Mexico’s drug cartels amid escalating violence | WLRN,https://www.wlrn.org/americas/2026-03-20/what-you-need-to-know-about-mexicos-drug-cartels-amid-escalating-violence,,ok,200,7,3,3,0,1,
Mexico president denies report on deadly CIA operations against cartels | The Independent,https://www.independent.co.uk/news/world/americas/mexico-cia-claudia-sheinbaum-drug-cartel-cnn-report-b2976037.html,,ok,200,8,3,3,1,1,
Latin America's Cybersecurity Turning Point: From Reactive Defense to Threat Intelligence,https://www.recordedfuture.com/blog/latin-america-cybersecurity-turning-point,,ok,200,10,3,3,2,2,
Securing Latin America in 2025: How AI and Cyber Threat Intelligence Are Reshaping the Cyber Security Landscape - Check Point Blog,https://blog.checkpoint.com/security/securing-latin-america-in-2025-how-ai-and-cyber-threat-intelligence-are-reshaping-the-cyber-security-landscape/,,ok,200,10,3,3,2,2,
Deep Dive: 2025 LATAM Threat Landscape Report | CrowdStrike,https://www.crowdstrike.com/en-us/blog/2025-latam-threat-landscape-report-deep-dive/,,ok,200,7,3,3,0,1,
Latin America 2025 Mid-Year Cyber Snapshot Reveals 39% Surge in Attacks as AI Threats Escalate Regional Risk Highlights from Latin America 2025 Cyber Threat Report - Check Point Blog,https://blog.checkpoint.com/research/latin-america-2025-mid-year-cyber-snapshot-reveals-39-surge-in-attacks-as-ai-threats-escalate-regional-risk/,south_america,ok,200,10,3,3,2,2,
Latin American Security & Strategic Review,https://www.latinnews.com/component/k2/itemlist/category/26.html?archive=true&archive_id=26,,ok,200,10,3,3,2,2,
Five Migration and Security Trends at the U.S.-Mexico Border - WOLA,https://www.wola.org/analysis/five-migration-and-security-trends-at-the-u-s-mexico-border/,,forbidden,403,8,1,3,2,2,
"US-Mexico border security report, June 2025",https://www.janes.com/osint-insights/defence-and-national-security-analysis/us-mexico-border-security-report-june-2025,north_america,ok,200,10,3,3,2,2,
Migrant encounters at US-Mexico border at lowest level in over 50 years | Pew Research Center,https://www.pewresearch.org/short-reads/2026/02/02/migrant-encounters-at-the-us-mexico-border-are-at-their-lowest-level-in-more-than-50-years/,israel_lebanon,ok,200,10,3,3,2,2,
Hot Off the Press: EFF's Updated Guide to Tech at the US-Mexico Border | Electronic Frontier Foundation,https://www.eff.org/deeplinks/2026/04/hot-press-effs-updated-guide-tech-us-mexico-border,,ok,200,10,3,3,2,2,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
RSS feeds - Africa Intelligence,https://www.africaintelligence.com/info/rss,sub_saharan_africa,ok,200,10,3,3,2,2,
News & Analysis | Africa Confidential,https://www.africa-confidential.com/news,sub_saharan_africa,ok,200,9,3,3,1,2,
Security : latest news | The Africa Report,https://www.theafricareport.com/sections/security/,sub_saharan_africa,forbidden,403,7,1,3,1,2,
"Strait of Hormuz Live Shipping Data: Tanker Traffic, Heatmap Analysis & Maritime Supply Chain Risk",https://www.seavantage.com/blog/strait-of-hormuz-live-shipping-data-maritime-supply-chain-risk,dashboards,ok,200,10,3,3,2,2,
Key Changes in the Russian Military since the Start of the War | List of Articles | International Information Network Analysis | SPF,https://www.spf.org/iina/en/articles/koizumi_02.html,,forbidden,403,8,1,3,2,2,
Foreign and security policy – EU action | European Union,https://european-union.europa.eu/priorities-and-actions/actions-topic/foreign-and-security-policy_en,europe,ok,200,8,3,3,0,2,
How a mathematician is cracking open Mexico’s powerful drug cartels,https://www.nature.com/articles/d41586-026-00299-0,,error,,4,0,3,0,1,
Shifting Realities at the U.S.-Mexico Border: Immigration Enforcement and Control in a Fast-Evolving Landscape,https://www.migrationpolicy.org/research/shifting-realities-us-mexico-border,,forbidden,403,8,1,3,2,2,
Commodity Context | Rory Johnston | Substack,https://www.commoditycontext.com/,,ok,200,7,3,3,0,1,
What leaders are saying about the new geopolitics of energy | World Economic Forum,https://www.weforum.org/stories/2026/04/geopolitics-of-energy-what-leaders-are-saying/,,forbidden,403,6,1,3,1,1,
Global Energy Outlook 2026: How the World Lost the Goal of 1.5°C,https://www.rff.org/publications/reports/global-energy-outlook-2026/,,ok,200,8,3,3,1,1,
Montel | Geopolitical Report – March 2026,https://montel.energy/resources/reports/geopolitical-report-march-2026,,ok,200,7,3,3,0,1,
Geopolitical shocks roil energy markets at the start of 2026,https://www.energyaspects.com/resources/insights/marketer-in-chief-geopolitical-shocks-roil-energy-markets-at-the-start-of-2026,,forbidden,403,5,1,3,0,1,
Latest Analysis: Conflict in the Middle East | CSIS,https://www.csis.org/programs/latest-analysis-conflict-middle-east,,ok,200,10,3,3,2,2,
"Middle East: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/middle-east,,ok,200,8,3,3,0,2,
